"","variable","x_original","fit","upper","lower"
"118...118","week",23,0.00161680577419077,0.0050855375022006,-0.00185192595381907
"119...119","week",24,0.000970158608526491,0.0030524517054539,-0.00111213448840092
"120...120","week",25,0.000323510644244442,0.00102188429637534,-0.000374863007886455
"121...121","week",26,-0.000323138328428027,0.00037503905974865,-0.0010213157166047
"122...122","week",27,-0.000969788573334389,0.00111231006028164,-0.00305188720695041
"123...123","week",28,-0.00161644036392471,0.00185210274292477,-0.0050849834707742
"124...124","week",29,-0.00226309395307693,0.00259225814922692,-0.00711844605538079
"125...125","week",30,-0.00290974956465779,0.00333253557119819,-0.00915203470051377
"126...126","week",31,-0.00355640740657644,0.004072869587445,-0.0111856844005979
"127...127","week",32,-0.00420306769716425,0.00481323503573284,-0.0132193704300613
"128...128","week",33,-0.00484973069112633,0.00555362004566145,-0.0152530814279141
"129...129","week",34,-0.00549639669001378,0.00629401825118672,-0.0172868116312143
"130...130","week",35,-0.00614306602589323,0.00703442597965955,-0.019320558031446
"131...131","week",36,-0.00678973901484986,0.00777484098684339,-0.0213543190165431
"132...132","week",37,-0.00743641588699331,0.00851526179290353,-0.0233880935668901
"133...133","week",38,-0.00808309670879357,0.00925568739076121,-0.0254218808083484
"134...134","week",39,-0.00872978131895925,0.00999611721731065,-0.0274556798552292
"135...135","week",40,-0.0093764692987064,0.0107365512073397,-0.0294894898047525
"136...136","week",41,-0.010023159990732,0.0114769897438506,-0.0315233097253146
"137...137","week",42,-0.0106698525698439,0.0122174334540531,-0.0335571385937409
"138...138","week",43,-0.0113165461548174,0.0129578829656822,-0.0355909752753171
"139...139","week",44,-0.0119632399391796,0.0136983387732222,-0.0376248186515814
"140...140","week",45,-0.0126099333115539,0.0144388012381624,-0.0396586678612701
"141...141","week",46,-0.0132566259360077,0.0151792706005272,-0.0416925224725426
"142...142","week",47,-0.0139033177697595,0.0159197468773552,-0.0437263824168742
"143...143","week",48,-0.0145500090078099,0.0166602296863749,-0.0457602477019946
"144...144","week",49,-0.0151966999580794,0.017400718203272,-0.0477941181194308
"145...145","week",2,0.0151959416538939,0.0477930781789608,-0.0174011948711729
"146...146","week",3,0.0145493366046254,0.0457593211732521,-0.0166606479640013
"147...147","week",4,0.0139027312711516,0.0437255692433336,-0.0159201067010304
"148...148","week",5,0.0132561252490593,0.04169182242378,-0.0151795719256614
"149...149","week",6,0.0126095180579448,0.0396580803420862,-0.0144390442261967
"150...150","week",7,0.0119629092131035,0.037624342475131,-0.0136985240489241
"151...151","week",8,0.0113162982753442,0.0355906084391077,-0.0129580118884194
"152...152","week",9,0.0106696848771456,0.033556878098808,-0.0122175083445169
"153...153","week",10,0.0100230687288647,0.0315231514731414,-0.0114770140154121
"154...154","week",11,0.00937644961297314,0.0294894285940995,-0.0107365293681533
"155...155","week",12,0.00872982737586705,0.0274557094842041,-0.00999605473247
"156...156","week",13,0.00808320192515756,0.0254219942690967,-0.00925559041878155
"157...157","week",14,0.00743657323608432,0.0233882833048276,-0.008515136832659
"158...158","week",15,0.00678994136527171,0.0213545772161569,-0.00777469448561348
"159...159","week",16,0.0061433064653415,0.0193208768882059,-0.00703426395752288
"160...160","week",17,0.0054966687915647,0.0172871835743077,-0.0062938459911783
"161...161","week",18,0.0048500286926768,0.0152534992699533,-0.0055534418845997
"162...162","week",19,0.00420338658201749,0.0132198274349303,-0.00481305427089528
"163...163","week",20,0.00355674289107141,0.0111861742758552,-0.0040726884937124
"164...164","week",21,0.00291009801338744,0.00915255153292218,-0.0033323555061473
"165...165","week",22,0.00226345225077364,0.00711898421442044,-0.00259207971287317
"166...166","week",23,0.00161680577419077,0.0050855375022006,-0.00185192595381907
"167...167","week",24,0.000970158608526491,0.0030524517054539,-0.00111213448840092
"168...168","week",25,0.000323510644244442,0.00102188429637534,-0.000374863007886455
"169...169","week",26,-0.000323138328428027,0.00037503905974865,-0.0010213157166047
"170...170","week",27,-0.000969788573334389,0.00111231006028164,-0.00305188720695041
"171...171","week",28,-0.00161644036392471,0.00185210274292477,-0.0050849834707742
"172...172","week",29,-0.00226309395307693,0.00259225814922692,-0.00711844605538079
"173...173","week",30,-0.00290974956465779,0.00333253557119819,-0.00915203470051377
"174...174","week",31,-0.00355640740657644,0.004072869587445,-0.0111856844005979
"175...175","week",32,-0.00420306769716425,0.00481323503573284,-0.0132193704300613
"176...176","week",33,-0.00484973069112633,0.00555362004566145,-0.0152530814279141
"177...177","week",34,-0.00549639669001378,0.00629401825118672,-0.0172868116312143
"178...178","week",35,-0.00614306602589323,0.00703442597965955,-0.019320558031446
"179...179","week",36,-0.00678973901484986,0.00777484098684339,-0.0213543190165431
"180...180","week",37,-0.00743641588699331,0.00851526179290353,-0.0233880935668901
"181...181","week",38,-0.00808309670879357,0.00925568739076121,-0.0254218808083484
"182...182","week",39,-0.00872978131895925,0.00999611721731065,-0.0274556798552292
"183...183","week",40,-0.0093764692987064,0.0107365512073397,-0.0294894898047525
"184...184","week",41,-0.010023159990732,0.0114769897438506,-0.0315233097253146
"185...185","week",42,-0.0106698525698439,0.0122174334540531,-0.0335571385937409
"186...186","week",43,-0.0113165461548174,0.0129578829656822,-0.0355909752753171
"187...187","week",44,-0.0119632399391796,0.0136983387732222,-0.0376248186515814
"188...188","week",45,-0.0126099333115539,0.0144388012381624,-0.0396586678612701
"189...189","week",46,-0.0132566259360077,0.0151792706005272,-0.0416925224725426
"190...190","week",47,-0.0139033177697595,0.0159197468773552,-0.0437263824168742
"191...191","week",48,-0.0145500090078099,0.0166602296863749,-0.0457602477019946
"192...192","week",49,-0.0151966999580794,0.017400718203272,-0.0477941181194308
"193...193","week",2,0.0151959416538939,0.0477930781789608,-0.0174011948711729
"194...194","week",3,0.0145493366046254,0.0457593211732521,-0.0166606479640013
"195...195","week",4,0.0139027312711516,0.0437255692433336,-0.0159201067010304
"196...196","week",5,0.0132561252490593,0.04169182242378,-0.0151795719256614
"197...197","week",6,0.0126095180579448,0.0396580803420862,-0.0144390442261967
"198...198","week",7,0.0119629092131035,0.037624342475131,-0.0136985240489241
"199...199","week",8,0.0113162982753442,0.0355906084391077,-0.0129580118884194
"200...200","week",9,0.0106696848771456,0.033556878098808,-0.0122175083445169
"201...201","week",10,0.0100230687288647,0.0315231514731414,-0.0114770140154121
"202...202","week",11,0.00937644961297314,0.0294894285940995,-0.0107365293681533
"203...203","week",12,0.00872982737586705,0.0274557094842041,-0.00999605473247
"204...204","week",13,0.00808320192515756,0.0254219942690967,-0.00925559041878155
"205...205","week",14,0.00743657323608432,0.0233882833048276,-0.008515136832659
"206...206","week",15,0.00678994136527171,0.0213545772161569,-0.00777469448561348
"207...207","week",16,0.0061433064653415,0.0193208768882059,-0.00703426395752288
"208...208","week",17,0.0054966687915647,0.0172871835743077,-0.0062938459911783
"209...209","week",18,0.0048500286926768,0.0152534992699533,-0.0055534418845997
"210...210","week",19,0.00420338658201749,0.0132198274349303,-0.00481305427089528
"211...211","week",20,0.00355674289107141,0.0111861742758552,-0.0040726884937124
"212...212","week",21,0.00291009801338744,0.00915255153292218,-0.0033323555061473
"213...213","week",22,0.00226345225077364,0.00711898421442044,-0.00259207971287317
"214...214","week",23,0.00161680577419077,0.0050855375022006,-0.00185192595381907
"215...215","week",24,0.000970158608526491,0.0030524517054539,-0.00111213448840092
"216...216","week",25,0.000323510644244442,0.00102188429637534,-0.000374863007886455
"217...217","week",26,-0.000323138328428027,0.00037503905974865,-0.0010213157166047
"218...218","week",27,-0.000969788573334389,0.00111231006028164,-0.00305188720695041
"219...219","week",28,-0.00161644036392471,0.00185210274292477,-0.0050849834707742
"220...220","week",29,-0.00226309395307693,0.00259225814922692,-0.00711844605538079
"221...221","week",30,-0.00290974956465779,0.00333253557119819,-0.00915203470051377
"222...222","week",31,-0.00355640740657644,0.004072869587445,-0.0111856844005979
"223...223","week",32,-0.00420306769716425,0.00481323503573284,-0.0132193704300613
"224...224","week",33,-0.00484973069112633,0.00555362004566145,-0.0152530814279141
"225...225","week",34,-0.00549639669001378,0.00629401825118672,-0.0172868116312143
"226...226","week",35,-0.00614306602589323,0.00703442597965955,-0.019320558031446
"227...227","week",36,-0.00678973901484986,0.00777484098684339,-0.0213543190165431
"228...228","week",37,-0.00743641588699331,0.00851526179290353,-0.0233880935668901
"229...229","week",38,-0.00808309670879357,0.00925568739076121,-0.0254218808083484
"230...230","week",39,-0.00872978131895925,0.00999611721731065,-0.0274556798552292
"231...231","week",40,-0.0093764692987064,0.0107365512073397,-0.0294894898047525
"232...232","week",41,-0.010023159990732,0.0114769897438506,-0.0315233097253146
"233...233","week",42,-0.0106698525698439,0.0122174334540531,-0.0335571385937409
"234...234","week",43,-0.0113165461548174,0.0129578829656822,-0.0355909752753171
"235...235","week",44,-0.0119632399391796,0.0136983387732222,-0.0376248186515814
"236...236","week",45,-0.0126099333115539,0.0144388012381624,-0.0396586678612701
"237...237","week",46,-0.0132566259360077,0.0151792706005272,-0.0416925224725426
"238...238","week",47,-0.0139033177697595,0.0159197468773552,-0.0437263824168742
"239...239","week",48,-0.0145500090078099,0.0166602296863749,-0.0457602477019946
"240...240","week",49,-0.0151966999580794,0.017400718203272,-0.0477941181194308
"241...241","week",2,0.0151959416538939,0.0477930781789608,-0.0174011948711729
"242...242","week",3,0.0145493366046254,0.0457593211732521,-0.0166606479640013
"243...243","week",4,0.0139027312711516,0.0437255692433336,-0.0159201067010304
"244...244","week",5,0.0132561252490593,0.04169182242378,-0.0151795719256614
"245...245","week",6,0.0126095180579448,0.0396580803420862,-0.0144390442261967
"246...246","week",7,0.0119629092131035,0.037624342475131,-0.0136985240489241
"247...247","week",8,0.0113162982753442,0.0355906084391077,-0.0129580118884194
"248...248","week",9,0.0106696848771456,0.033556878098808,-0.0122175083445169
"249...249","week",10,0.0100230687288647,0.0315231514731414,-0.0114770140154121
"250...250","week",11,0.00937644961297314,0.0294894285940995,-0.0107365293681533
"251...251","week",12,0.00872982737586705,0.0274557094842041,-0.00999605473247
"252...252","week",13,0.00808320192515756,0.0254219942690967,-0.00925559041878155
"253...253","week",14,0.00743657323608432,0.0233882833048276,-0.008515136832659
"254...254","week",15,0.00678994136527171,0.0213545772161569,-0.00777469448561348
"255...255","week",16,0.0061433064653415,0.0193208768882059,-0.00703426395752288
"256...256","week",17,0.0054966687915647,0.0172871835743077,-0.0062938459911783
"257...257","week",18,0.0048500286926768,0.0152534992699533,-0.0055534418845997
"258...258","week",19,0.00420338658201749,0.0132198274349303,-0.00481305427089528
"259...259","week",20,0.00355674289107141,0.0111861742758552,-0.0040726884937124
"260...260","week",21,0.00291009801338744,0.00915255153292218,-0.0033323555061473
"261...261","week",22,0.00226345225077364,0.00711898421442044,-0.00259207971287317
"262...262","week",23,0.00161680577419077,0.0050855375022006,-0.00185192595381907
"263...263","week",24,0.000970158608526491,0.0030524517054539,-0.00111213448840092
"264...264","week",25,0.000323510644244442,0.00102188429637534,-0.000374863007886455
"265...265","week",26,-0.000323138328428027,0.00037503905974865,-0.0010213157166047
"266...266","week",27,-0.000969788573334389,0.00111231006028164,-0.00305188720695041
"267...267","week",28,-0.00161644036392471,0.00185210274292477,-0.0050849834707742
"268...268","week",29,-0.00226309395307693,0.00259225814922692,-0.00711844605538079
"269...269","week",30,-0.00290974956465779,0.00333253557119819,-0.00915203470051377
"270...270","week",31,-0.00355640740657644,0.004072869587445,-0.0111856844005979
"271...271","week",32,-0.00420306769716425,0.00481323503573284,-0.0132193704300613
"272...272","week",33,-0.00484973069112633,0.00555362004566145,-0.0152530814279141
"273...273","week",34,-0.00549639669001378,0.00629401825118672,-0.0172868116312143
"274...274","week",35,-0.00614306602589323,0.00703442597965955,-0.019320558031446
"275...275","week",36,-0.00678973901484986,0.00777484098684339,-0.0213543190165431
"276...276","week",37,-0.00743641588699331,0.00851526179290353,-0.0233880935668901
"277...277","week",38,-0.00808309670879357,0.00925568739076121,-0.0254218808083484
"278...278","week",39,-0.00872978131895925,0.00999611721731065,-0.0274556798552292
"279...279","week",40,-0.0093764692987064,0.0107365512073397,-0.0294894898047525
"280...280","week",41,-0.010023159990732,0.0114769897438506,-0.0315233097253146
"281...281","week",42,-0.0106698525698439,0.0122174334540531,-0.0335571385937409
"282...282","week",43,-0.0113165461548174,0.0129578829656822,-0.0355909752753171
"283...283","week",44,-0.0119632399391796,0.0136983387732222,-0.0376248186515814
"284...284","week",45,-0.0126099333115539,0.0144388012381624,-0.0396586678612701
"285...285","week",46,-0.0132566259360077,0.0151792706005272,-0.0416925224725426
"286...286","week",47,-0.0139033177697595,0.0159197468773552,-0.0437263824168742
"287...287","week",48,-0.0145500090078099,0.0166602296863749,-0.0457602477019946
"288...288","week",49,-0.0151966999580794,0.017400718203272,-0.0477941181194308
"289...289","week",2,0.0151959416538939,0.0477930781789608,-0.0174011948711729
"290...290","week",3,0.0145493366046254,0.0457593211732521,-0.0166606479640013
"291...291","week",4,0.0139027312711516,0.0437255692433336,-0.0159201067010304
"292...292","week",5,0.0132561252490593,0.04169182242378,-0.0151795719256614
"293...293","week",6,0.0126095180579448,0.0396580803420862,-0.0144390442261967
"294...294","week",7,0.0119629092131035,0.037624342475131,-0.0136985240489241
"295...295","week",8,0.0113162982753442,0.0355906084391077,-0.0129580118884194
"296...296","week",9,0.0106696848771456,0.033556878098808,-0.0122175083445169
"297...297","week",10,0.0100230687288647,0.0315231514731414,-0.0114770140154121
"298...298","week",11,0.00937644961297314,0.0294894285940995,-0.0107365293681533
"299...299","week",12,0.00872982737586705,0.0274557094842041,-0.00999605473247
"300...300","week",13,0.00808320192515756,0.0254219942690967,-0.00925559041878155
"301...301","week",14,0.00743657323608432,0.0233882833048276,-0.008515136832659
"302...302","week",15,0.00678994136527171,0.0213545772161569,-0.00777469448561348
"303...303","week",16,0.0061433064653415,0.0193208768882059,-0.00703426395752288
"304...304","week",17,0.0054966687915647,0.0172871835743077,-0.0062938459911783
"305...305","week",18,0.0048500286926768,0.0152534992699533,-0.0055534418845997
"306...306","week",19,0.00420338658201749,0.0132198274349303,-0.00481305427089528
"307...307","week",20,0.00355674289107141,0.0111861742758552,-0.0040726884937124
"308...308","week",21,0.00291009801338744,0.00915255153292218,-0.0033323555061473
"309...309","week",22,0.00226345225077364,0.00711898421442044,-0.00259207971287317
"310...310","week",23,0.00161680577419077,0.0050855375022006,-0.00185192595381907
"311...311","week",24,0.000970158608526491,0.0030524517054539,-0.00111213448840092
"312...312","week",25,0.000323510644244442,0.00102188429637534,-0.000374863007886455
"313...313","week",26,-0.000323138328428027,0.00037503905974865,-0.0010213157166047
"314...314","week",27,-0.000969788573334389,0.00111231006028164,-0.00305188720695041
"315...315","week",28,-0.00161644036392471,0.00185210274292477,-0.0050849834707742
"316...316","week",29,-0.00226309395307693,0.00259225814922692,-0.00711844605538079
"317...317","week",30,-0.00290974956465779,0.00333253557119819,-0.00915203470051377
"318...318","week",31,-0.00355640740657644,0.004072869587445,-0.0111856844005979
"319...319","week",32,-0.00420306769716425,0.00481323503573284,-0.0132193704300613
"320...320","week",33,-0.00484973069112633,0.00555362004566145,-0.0152530814279141
"321...321","week",34,-0.00549639669001378,0.00629401825118672,-0.0172868116312143
"322...322","week",35,-0.00614306602589323,0.00703442597965955,-0.019320558031446
"323...323","week",36,-0.00678973901484986,0.00777484098684339,-0.0213543190165431
"324...324","week",37,-0.00743641588699331,0.00851526179290353,-0.0233880935668901
"325...325","week",38,-0.00808309670879357,0.00925568739076121,-0.0254218808083484
"326...326","week",39,-0.00872978131895925,0.00999611721731065,-0.0274556798552292
"327...327","week",40,-0.0093764692987064,0.0107365512073397,-0.0294894898047525
"328...328","week",41,-0.010023159990732,0.0114769897438506,-0.0315233097253146
"329...329","week",42,-0.0106698525698439,0.0122174334540531,-0.0335571385937409
"330...330","week",43,-0.0113165461548174,0.0129578829656822,-0.0355909752753171
"331...331","week",44,-0.0119632399391796,0.0136983387732222,-0.0376248186515814
"332...332","week",45,-0.0126099333115539,0.0144388012381624,-0.0396586678612701
"333...333","week",46,-0.0132566259360077,0.0151792706005272,-0.0416925224725426
"334...334","week",47,-0.0139033177697595,0.0159197468773552,-0.0437263824168742
"335...335","week",48,-0.0145500090078099,0.0166602296863749,-0.0457602477019946
"336...336","week",49,-0.0151966999580794,0.017400718203272,-0.0477941181194308
"337...337","week",2,0.0151959416538939,0.0477930781789608,-0.0174011948711729
"338...338","week",3,0.0145493366046254,0.0457593211732521,-0.0166606479640013
"339...339","week",4,0.0139027312711516,0.0437255692433336,-0.0159201067010304
"340...340","week",5,0.0132561252490593,0.04169182242378,-0.0151795719256614
"341...341","week",6,0.0126095180579448,0.0396580803420862,-0.0144390442261967
"342...342","week",7,0.0119629092131035,0.037624342475131,-0.0136985240489241
"343...343","week",8,0.0113162982753442,0.0355906084391077,-0.0129580118884194
"344...344","week",9,0.0106696848771456,0.033556878098808,-0.0122175083445169
"345...345","week",10,0.0100230687288647,0.0315231514731414,-0.0114770140154121
"346...346","week",11,0.00937644961297314,0.0294894285940995,-0.0107365293681533
"347...347","week",12,0.00872982737586705,0.0274557094842041,-0.00999605473247
"348...348","week",13,0.00808320192515756,0.0254219942690967,-0.00925559041878155
"349...349","week",14,0.00743657323608432,0.0233882833048276,-0.008515136832659
"350...350","week",15,0.00678994136527171,0.0213545772161569,-0.00777469448561348
"351...351","week",16,0.0061433064653415,0.0193208768882059,-0.00703426395752288
"352...352","week",17,0.0054966687915647,0.0172871835743077,-0.0062938459911783
"353...353","week",18,0.0048500286926768,0.0152534992699533,-0.0055534418845997
"354...354","week",19,0.00420338658201749,0.0132198274349303,-0.00481305427089528
"355...355","week",20,0.00355674289107141,0.0111861742758552,-0.0040726884937124
"356...356","week",21,0.00291009801338744,0.00915255153292218,-0.0033323555061473
"357...357","week",22,0.00226345225077364,0.00711898421442044,-0.00259207971287317
"358...358","week",23,0.00161680577419077,0.0050855375022006,-0.00185192595381907
"359...359","week",24,0.000970158608526491,0.0030524517054539,-0.00111213448840092
"360...360","week",25,0.000323510644244442,0.00102188429637534,-0.000374863007886455
"361...361","week",26,-0.000323138328428027,0.00037503905974865,-0.0010213157166047
"362...362","week",27,-0.000969788573334389,0.00111231006028164,-0.00305188720695041
"363...363","week",28,-0.00161644036392471,0.00185210274292477,-0.0050849834707742
"364...364","week",29,-0.00226309395307693,0.00259225814922692,-0.00711844605538079
"365...365","week",30,-0.00290974956465779,0.00333253557119819,-0.00915203470051377
"366...366","week",31,-0.00355640740657644,0.004072869587445,-0.0111856844005979
"367...367","week",32,-0.00420306769716425,0.00481323503573284,-0.0132193704300613
"368...368","week",33,-0.00484973069112633,0.00555362004566145,-0.0152530814279141
"369...369","week",34,-0.00549639669001378,0.00629401825118672,-0.0172868116312143
"370...370","week",35,-0.00614306602589323,0.00703442597965955,-0.019320558031446
"371...371","week",36,-0.00678973901484986,0.00777484098684339,-0.0213543190165431
"372...372","week",37,-0.00743641588699331,0.00851526179290353,-0.0233880935668901
"373...373","week",38,-0.00808309670879357,0.00925568739076121,-0.0254218808083484
"374...374","week",39,-0.00872978131895925,0.00999611721731065,-0.0274556798552292
