"","variable","x_original","fit","upper","lower"
"92...92","week",45,-0.0296579846438365,0.0218009934555281,-0.0811169627432011
"93...93","week",46,-0.0436523563178783,0.012504267330488,-0.0998089799662446
"94...94","week",47,-0.0587282405238808,0.00322705472392124,-0.120683535771683
"95...95","week",48,-0.0744890725123454,-0.00555001540066692,-0.143428129624024
"96...96","week",49,-0.0905489984590492,-0.0136085060000332,-0.167489490918065
"97...97","week",2,-0.00663368073611363,0.0886430176212518,-0.101910379093479
"98...98","week",3,-0.00392984920582565,0.0809734804484996,-0.0888331788601509
"99...99","week",4,-0.00140877406498489,0.0739580429264662,-0.0767755910564359
"100...100","week",5,0.000714722788994711,0.0675201517477168,-0.0660907061697274
"101...101","week",6,0.00225678541206197,0.0614437536766689,-0.056930182852545
"102...102","week",7,0.00312632197650524,0.0554769727897941,-0.0492243288367836
"103...103","week",8,0.00335195912855767,0.0495008691783827,-0.0427969509212674
"104...104","week",9,0.00307423252539505,0.0436597658451752,-0.0375113007943851
"105...105","week",10,0.00250894515683031,0.0383566103317472,-0.0333387200180866
"106...106","week",11,0.00189280070109208,0.0340877059584075,-0.0303021045562233
"107...107","week",12,0.0014255049232159,0.031186916226805,-0.0283359063803732
"108...108","week",13,0.00122267151879365,0.0296477748088609,-0.0272024317712736
"109...109","week",14,0.00129093843815856,0.0291668789516285,-0.0265850020753114
"110...110","week",15,0.00153129597831764,0.0293317898393291,-0.0262691978826938
"111...111","week",16,0.00176993132862126,0.0297560897343527,-0.0262162270771101
"112...112","week",17,0.00180939666395719,0.0301042375439219,-0.0264854442160076
"113...113","week",18,0.00148806665331334,0.0300899197827863,-0.0271137864761596
"114...114","week",19,0.000733757461045799,0.0295198695729609,-0.0280523546508693
"115...115","week",20,-0.000401491425416315,0.0283688146381186,-0.0291717974889513
"116...116","week",21,-0.00173436833214645,0.0268193259047672,-0.0302880625690601
"117...117","week",22,-0.0029737126369218,0.0252191840634584,-0.031166609337302
"118...118","week",23,-0.00377032263175658,0.0239679017752123,-0.0315085470387255
"119...119","week",24,-0.00378310015949817,0.0233956031987535,-0.0309618035177499
"120...120","week",25,-0.00274773232000998,0.0237001990783438,-0.0291956637183637
"121...121","week",26,-0.0005334128103633,0.0249566659752664,-0.026023491595993
"122...122","week",27,0.00282437992912599,0.0271565991664537,-0.0215078393082017
"123...123","week",28,0.00712186834647528,0.0302272290305667,-0.0159834923376162
"124...124","week",29,0.0120158957600451,0.0340119894180678,-0.00998019789797752
"125...125","week",30,0.0170773063387502,0.0382421931018073,-0.00408758042430687
"126...126","week",31,0.0218571593291609,0.0425601319518423,0.00115418670647949
"127...127","week",32,0.0259516416122216,0.0466188847402153,0.00528439848422784
"128...128","week",33,0.0290522215188118,0.0501890017465669,0.00791544129105669
"129...129","week",34,0.0309712791216886,0.0531660324615514,0.00877652578182581
"130...130","week",35,0.0316392953390694,0.0554749167007194,0.00780367397741943
"131...131","week",36,0.03107633744675,0.0569908965978113,0.00516177829568863
"132...132","week",37,0.0293465128001638,0.0575620245761149,0.00113100102421258
"133...133","week",38,0.0265079110121319,0.0570838027470255,-0.00406798072276179
"134...134","week",39,0.0225714271992932,0.0555336438339717,-0.0103907894353853
"135...135","week",40,0.0174795417544714,0.0529281340006828,-0.01796905049174
"136...136","week",41,0.0111111378409217,0.0492379710063321,-0.0270156953244888
"137...137","week",42,0.0033118887320172,0.0443443351534224,-0.037720557689388
"138...138","week",43,-0.00605687985331198,0.0381045422298301,-0.0502183019364541
"139...139","week",44,-0.017063158102605,0.0305060764966055,-0.0646323927018154
"140...140","week",45,-0.0296579846438365,0.0218009934555281,-0.0811169627432011
"141...141","week",46,-0.0436523563178783,0.012504267330488,-0.0998089799662446
"142...142","week",47,-0.0587282405238808,0.00322705472392124,-0.120683535771683
"143...143","week",48,-0.0744890725123454,-0.00555001540066692,-0.143428129624024
"144...144","week",49,-0.0905489984590492,-0.0136085060000332,-0.167489490918065
"145...145","week",2,-0.00663368073611363,0.0886430176212518,-0.101910379093479
"146...146","week",3,-0.00392984920582565,0.0809734804484996,-0.0888331788601509
"147...147","week",4,-0.00140877406498489,0.0739580429264662,-0.0767755910564359
"148...148","week",5,0.000714722788994711,0.0675201517477168,-0.0660907061697274
"149...149","week",6,0.00225678541206197,0.0614437536766689,-0.056930182852545
"150...150","week",7,0.00312632197650524,0.0554769727897941,-0.0492243288367836
"151...151","week",8,0.00335195912855767,0.0495008691783827,-0.0427969509212674
"152...152","week",9,0.00307423252539505,0.0436597658451752,-0.0375113007943851
"153...153","week",10,0.00250894515683031,0.0383566103317472,-0.0333387200180866
"154...154","week",11,0.00189280070109208,0.0340877059584075,-0.0303021045562233
"155...155","week",12,0.0014255049232159,0.031186916226805,-0.0283359063803732
"156...156","week",13,0.00122267151879365,0.0296477748088609,-0.0272024317712736
"157...157","week",14,0.00129093843815856,0.0291668789516285,-0.0265850020753114
"158...158","week",15,0.00153129597831764,0.0293317898393291,-0.0262691978826938
"159...159","week",16,0.00176993132862126,0.0297560897343527,-0.0262162270771101
"160...160","week",17,0.00180939666395719,0.0301042375439219,-0.0264854442160076
"161...161","week",18,0.00148806665331334,0.0300899197827863,-0.0271137864761596
"162...162","week",19,0.000733757461045799,0.0295198695729609,-0.0280523546508693
"163...163","week",20,-0.000401491425416315,0.0283688146381186,-0.0291717974889513
"164...164","week",21,-0.00173436833214645,0.0268193259047672,-0.0302880625690601
"165...165","week",22,-0.0029737126369218,0.0252191840634584,-0.031166609337302
"166...166","week",23,-0.00377032263175658,0.0239679017752123,-0.0315085470387255
"167...167","week",24,-0.00378310015949817,0.0233956031987535,-0.0309618035177499
"168...168","week",25,-0.00274773232000998,0.0237001990783438,-0.0291956637183637
"169...169","week",26,-0.0005334128103633,0.0249566659752664,-0.026023491595993
"170...170","week",27,0.00282437992912599,0.0271565991664537,-0.0215078393082017
"171...171","week",28,0.00712186834647528,0.0302272290305667,-0.0159834923376162
"172...172","week",29,0.0120158957600451,0.0340119894180678,-0.00998019789797752
"173...173","week",30,0.0170773063387502,0.0382421931018073,-0.00408758042430687
"174...174","week",31,0.0218571593291609,0.0425601319518423,0.00115418670647949
"175...175","week",32,0.0259516416122216,0.0466188847402153,0.00528439848422784
"176...176","week",33,0.0290522215188118,0.0501890017465669,0.00791544129105669
"177...177","week",34,0.0309712791216886,0.0531660324615514,0.00877652578182581
"178...178","week",35,0.0316392953390694,0.0554749167007194,0.00780367397741943
"179...179","week",36,0.03107633744675,0.0569908965978113,0.00516177829568863
"180...180","week",37,0.0293465128001638,0.0575620245761149,0.00113100102421258
"181...181","week",38,0.0265079110121319,0.0570838027470255,-0.00406798072276179
"182...182","week",39,0.0225714271992932,0.0555336438339717,-0.0103907894353853
"183...183","week",40,0.0174795417544714,0.0529281340006828,-0.01796905049174
"184...184","week",41,0.0111111378409217,0.0492379710063321,-0.0270156953244888
"185...185","week",42,0.0033118887320172,0.0443443351534224,-0.037720557689388
"186...186","week",43,-0.00605687985331198,0.0381045422298301,-0.0502183019364541
"187...187","week",44,-0.017063158102605,0.0305060764966055,-0.0646323927018154
"188...188","week",45,-0.0296579846438365,0.0218009934555281,-0.0811169627432011
"189...189","week",46,-0.0436523563178783,0.012504267330488,-0.0998089799662446
"190...190","week",47,-0.0587282405238808,0.00322705472392124,-0.120683535771683
"191...191","week",48,-0.0744890725123454,-0.00555001540066692,-0.143428129624024
"192...192","week",49,-0.0905489984590492,-0.0136085060000332,-0.167489490918065
"193...193","week",2,-0.00663368073611363,0.0886430176212518,-0.101910379093479
"194...194","week",3,-0.00392984920582565,0.0809734804484996,-0.0888331788601509
"195...195","week",4,-0.00140877406498489,0.0739580429264662,-0.0767755910564359
"196...196","week",5,0.000714722788994711,0.0675201517477168,-0.0660907061697274
"197...197","week",6,0.00225678541206197,0.0614437536766689,-0.056930182852545
"198...198","week",7,0.00312632197650524,0.0554769727897941,-0.0492243288367836
"199...199","week",8,0.00335195912855767,0.0495008691783827,-0.0427969509212674
"200...200","week",9,0.00307423252539505,0.0436597658451752,-0.0375113007943851
"201...201","week",10,0.00250894515683031,0.0383566103317472,-0.0333387200180866
"202...202","week",11,0.00189280070109208,0.0340877059584075,-0.0303021045562233
"203...203","week",12,0.0014255049232159,0.031186916226805,-0.0283359063803732
"204...204","week",13,0.00122267151879365,0.0296477748088609,-0.0272024317712736
"205...205","week",14,0.00129093843815856,0.0291668789516285,-0.0265850020753114
"206...206","week",15,0.00153129597831764,0.0293317898393291,-0.0262691978826938
"207...207","week",16,0.00176993132862126,0.0297560897343527,-0.0262162270771101
"208...208","week",17,0.00180939666395719,0.0301042375439219,-0.0264854442160076
"209...209","week",18,0.00148806665331334,0.0300899197827863,-0.0271137864761596
"210...210","week",19,0.000733757461045799,0.0295198695729609,-0.0280523546508693
"211...211","week",20,-0.000401491425416315,0.0283688146381186,-0.0291717974889513
"212...212","week",21,-0.00173436833214645,0.0268193259047672,-0.0302880625690601
"213...213","week",22,-0.0029737126369218,0.0252191840634584,-0.031166609337302
"214...214","week",23,-0.00377032263175658,0.0239679017752123,-0.0315085470387255
"215...215","week",24,-0.00378310015949817,0.0233956031987535,-0.0309618035177499
"216...216","week",25,-0.00274773232000998,0.0237001990783438,-0.0291956637183637
"217...217","week",26,-0.0005334128103633,0.0249566659752664,-0.026023491595993
"218...218","week",27,0.00282437992912599,0.0271565991664537,-0.0215078393082017
"219...219","week",28,0.00712186834647528,0.0302272290305667,-0.0159834923376162
"220...220","week",29,0.0120158957600451,0.0340119894180678,-0.00998019789797752
"221...221","week",30,0.0170773063387502,0.0382421931018073,-0.00408758042430687
"222...222","week",31,0.0218571593291609,0.0425601319518423,0.00115418670647949
"223...223","week",32,0.0259516416122216,0.0466188847402153,0.00528439848422784
"224...224","week",33,0.0290522215188118,0.0501890017465669,0.00791544129105669
"225...225","week",34,0.0309712791216886,0.0531660324615514,0.00877652578182581
"226...226","week",35,0.0316392953390694,0.0554749167007194,0.00780367397741943
"227...227","week",36,0.03107633744675,0.0569908965978113,0.00516177829568863
"228...228","week",37,0.0293465128001638,0.0575620245761149,0.00113100102421258
"229...229","week",38,0.0265079110121319,0.0570838027470255,-0.00406798072276179
"230...230","week",39,0.0225714271992932,0.0555336438339717,-0.0103907894353853
"231...231","week",40,0.0174795417544714,0.0529281340006828,-0.01796905049174
"232...232","week",41,0.0111111378409217,0.0492379710063321,-0.0270156953244888
"233...233","week",42,0.0033118887320172,0.0443443351534224,-0.037720557689388
"234...234","week",43,-0.00605687985331198,0.0381045422298301,-0.0502183019364541
"235...235","week",44,-0.017063158102605,0.0305060764966055,-0.0646323927018154
"236...236","week",45,-0.0296579846438365,0.0218009934555281,-0.0811169627432011
"237...237","week",46,-0.0436523563178783,0.012504267330488,-0.0998089799662446
"238...238","week",47,-0.0587282405238808,0.00322705472392124,-0.120683535771683
"239...239","week",48,-0.0744890725123454,-0.00555001540066692,-0.143428129624024
"240...240","week",49,-0.0905489984590492,-0.0136085060000332,-0.167489490918065
"241...241","week",2,-0.00663368073611363,0.0886430176212518,-0.101910379093479
"242...242","week",3,-0.00392984920582565,0.0809734804484996,-0.0888331788601509
"243...243","week",4,-0.00140877406498489,0.0739580429264662,-0.0767755910564359
"244...244","week",5,0.000714722788994711,0.0675201517477168,-0.0660907061697274
"245...245","week",6,0.00225678541206197,0.0614437536766689,-0.056930182852545
"246...246","week",7,0.00312632197650524,0.0554769727897941,-0.0492243288367836
"247...247","week",8,0.00335195912855767,0.0495008691783827,-0.0427969509212674
"248...248","week",9,0.00307423252539505,0.0436597658451752,-0.0375113007943851
"249...249","week",10,0.00250894515683031,0.0383566103317472,-0.0333387200180866
"250...250","week",11,0.00189280070109208,0.0340877059584075,-0.0303021045562233
"251...251","week",12,0.0014255049232159,0.031186916226805,-0.0283359063803732
"252...252","week",13,0.00122267151879365,0.0296477748088609,-0.0272024317712736
"253...253","week",14,0.00129093843815856,0.0291668789516285,-0.0265850020753114
"254...254","week",15,0.00153129597831764,0.0293317898393291,-0.0262691978826938
"255...255","week",16,0.00176993132862126,0.0297560897343527,-0.0262162270771101
"256...256","week",17,0.00180939666395719,0.0301042375439219,-0.0264854442160076
"257...257","week",18,0.00148806665331334,0.0300899197827863,-0.0271137864761596
"258...258","week",19,0.000733757461045799,0.0295198695729609,-0.0280523546508693
"259...259","week",20,-0.000401491425416315,0.0283688146381186,-0.0291717974889513
"260...260","week",21,-0.00173436833214645,0.0268193259047672,-0.0302880625690601
"261...261","week",22,-0.0029737126369218,0.0252191840634584,-0.031166609337302
"262...262","week",23,-0.00377032263175658,0.0239679017752123,-0.0315085470387255
"263...263","week",24,-0.00378310015949817,0.0233956031987535,-0.0309618035177499
"264...264","week",25,-0.00274773232000998,0.0237001990783438,-0.0291956637183637
"265...265","week",26,-0.0005334128103633,0.0249566659752664,-0.026023491595993
"266...266","week",27,0.00282437992912599,0.0271565991664537,-0.0215078393082017
"267...267","week",28,0.00712186834647528,0.0302272290305667,-0.0159834923376162
"268...268","week",29,0.0120158957600451,0.0340119894180678,-0.00998019789797752
"269...269","week",30,0.0170773063387502,0.0382421931018073,-0.00408758042430687
"270...270","week",31,0.0218571593291609,0.0425601319518423,0.00115418670647949
"271...271","week",32,0.0259516416122216,0.0466188847402153,0.00528439848422784
"272...272","week",33,0.0290522215188118,0.0501890017465669,0.00791544129105669
"273...273","week",34,0.0309712791216886,0.0531660324615514,0.00877652578182581
"274...274","week",35,0.0316392953390694,0.0554749167007194,0.00780367397741943
"275...275","week",36,0.03107633744675,0.0569908965978113,0.00516177829568863
"276...276","week",37,0.0293465128001638,0.0575620245761149,0.00113100102421258
"277...277","week",38,0.0265079110121319,0.0570838027470255,-0.00406798072276179
"278...278","week",39,0.0225714271992932,0.0555336438339717,-0.0103907894353853
"279...279","week",40,0.0174795417544714,0.0529281340006828,-0.01796905049174
"280...280","week",41,0.0111111378409217,0.0492379710063321,-0.0270156953244888
"281...281","week",42,0.0033118887320172,0.0443443351534224,-0.037720557689388
"282...282","week",43,-0.00605687985331198,0.0381045422298301,-0.0502183019364541
"283...283","week",44,-0.017063158102605,0.0305060764966055,-0.0646323927018154
"284...284","week",45,-0.0296579846438365,0.0218009934555281,-0.0811169627432011
"285...285","week",46,-0.0436523563178783,0.012504267330488,-0.0998089799662446
"286...286","week",47,-0.0587282405238808,0.00322705472392124,-0.120683535771683
"287...287","week",48,-0.0744890725123454,-0.00555001540066692,-0.143428129624024
"288...288","week",49,-0.0905489984590492,-0.0136085060000332,-0.167489490918065
"289...289","week",2,-0.00663368073611363,0.0886430176212518,-0.101910379093479
"290...290","week",3,-0.00392984920582565,0.0809734804484996,-0.0888331788601509
"291...291","week",4,-0.00140877406498489,0.0739580429264662,-0.0767755910564359
"292...292","week",5,0.000714722788994711,0.0675201517477168,-0.0660907061697274
"293...293","week",6,0.00225678541206197,0.0614437536766689,-0.056930182852545
"294...294","week",7,0.00312632197650524,0.0554769727897941,-0.0492243288367836
"295...295","week",8,0.00335195912855767,0.0495008691783827,-0.0427969509212674
"296...296","week",9,0.00307423252539505,0.0436597658451752,-0.0375113007943851
"297...297","week",10,0.00250894515683031,0.0383566103317472,-0.0333387200180866
"298...298","week",11,0.00189280070109208,0.0340877059584075,-0.0303021045562233
"299...299","week",12,0.0014255049232159,0.031186916226805,-0.0283359063803732
"300...300","week",13,0.00122267151879365,0.0296477748088609,-0.0272024317712736
"301...301","week",14,0.00129093843815856,0.0291668789516285,-0.0265850020753114
"302...302","week",15,0.00153129597831764,0.0293317898393291,-0.0262691978826938
"303...303","week",16,0.00176993132862126,0.0297560897343527,-0.0262162270771101
"304...304","week",17,0.00180939666395719,0.0301042375439219,-0.0264854442160076
"305...305","week",18,0.00148806665331334,0.0300899197827863,-0.0271137864761596
"306...306","week",19,0.000733757461045799,0.0295198695729609,-0.0280523546508693
"307...307","week",20,-0.000401491425416315,0.0283688146381186,-0.0291717974889513
"308...308","week",21,-0.00173436833214645,0.0268193259047672,-0.0302880625690601
"309...309","week",22,-0.0029737126369218,0.0252191840634584,-0.031166609337302
"310...310","week",23,-0.00377032263175658,0.0239679017752123,-0.0315085470387255
"311...311","week",24,-0.00378310015949817,0.0233956031987535,-0.0309618035177499
"312...312","week",25,-0.00274773232000998,0.0237001990783438,-0.0291956637183637
"313...313","week",26,-0.0005334128103633,0.0249566659752664,-0.026023491595993
"314...314","week",27,0.00282437992912599,0.0271565991664537,-0.0215078393082017
"315...315","week",28,0.00712186834647528,0.0302272290305667,-0.0159834923376162
"316...316","week",29,0.0120158957600451,0.0340119894180678,-0.00998019789797752
"317...317","week",30,0.0170773063387502,0.0382421931018073,-0.00408758042430687
"318...318","week",31,0.0218571593291609,0.0425601319518423,0.00115418670647949
"319...319","week",32,0.0259516416122216,0.0466188847402153,0.00528439848422784
"320...320","week",33,0.0290522215188118,0.0501890017465669,0.00791544129105669
"321...321","week",34,0.0309712791216886,0.0531660324615514,0.00877652578182581
"322...322","week",35,0.0316392953390694,0.0554749167007194,0.00780367397741943
"323...323","week",36,0.03107633744675,0.0569908965978113,0.00516177829568863
"324...324","week",37,0.0293465128001638,0.0575620245761149,0.00113100102421258
"325...325","week",38,0.0265079110121319,0.0570838027470255,-0.00406798072276179
"326...326","week",39,0.0225714271992932,0.0555336438339717,-0.0103907894353853
"327...327","week",40,0.0174795417544714,0.0529281340006828,-0.01796905049174
"328...328","week",41,0.0111111378409217,0.0492379710063321,-0.0270156953244888
"329...329","week",42,0.0033118887320172,0.0443443351534224,-0.037720557689388
"330...330","week",43,-0.00605687985331198,0.0381045422298301,-0.0502183019364541
"331...331","week",44,-0.017063158102605,0.0305060764966055,-0.0646323927018154
"332...332","week",45,-0.0296579846438365,0.0218009934555281,-0.0811169627432011
"333...333","week",46,-0.0436523563178783,0.012504267330488,-0.0998089799662446
"334...334","week",47,-0.0587282405238808,0.00322705472392124,-0.120683535771683
"335...335","week",48,-0.0744890725123454,-0.00555001540066692,-0.143428129624024
"336...336","week",49,-0.0905489984590492,-0.0136085060000332,-0.167489490918065
"337...337","week",2,-0.00663368073611363,0.0886430176212518,-0.101910379093479
"338...338","week",3,-0.00392984920582565,0.0809734804484996,-0.0888331788601509
"339...339","week",4,-0.00140877406498489,0.0739580429264662,-0.0767755910564359
"340...340","week",5,0.000714722788994711,0.0675201517477168,-0.0660907061697274
"341...341","week",6,0.00225678541206197,0.0614437536766689,-0.056930182852545
"342...342","week",7,0.00312632197650524,0.0554769727897941,-0.0492243288367836
"343...343","week",8,0.00335195912855767,0.0495008691783827,-0.0427969509212674
"344...344","week",9,0.00307423252539505,0.0436597658451752,-0.0375113007943851
"345...345","week",10,0.00250894515683031,0.0383566103317472,-0.0333387200180866
"346...346","week",11,0.00189280070109208,0.0340877059584075,-0.0303021045562233
"347...347","week",12,0.0014255049232159,0.031186916226805,-0.0283359063803732
"348...348","week",13,0.00122267151879365,0.0296477748088609,-0.0272024317712736
"349...349","week",14,0.00129093843815856,0.0291668789516285,-0.0265850020753114
"350...350","week",15,0.00153129597831764,0.0293317898393291,-0.0262691978826938
"351...351","week",16,0.00176993132862126,0.0297560897343527,-0.0262162270771101
"352...352","week",17,0.00180939666395719,0.0301042375439219,-0.0264854442160076
"353...353","week",18,0.00148806665331334,0.0300899197827863,-0.0271137864761596
"354...354","week",19,0.000733757461045799,0.0295198695729609,-0.0280523546508693
"355...355","week",20,-0.000401491425416315,0.0283688146381186,-0.0291717974889513
"356...356","week",21,-0.00173436833214645,0.0268193259047672,-0.0302880625690601
"357...357","week",22,-0.0029737126369218,0.0252191840634584,-0.031166609337302
"358...358","week",23,-0.00377032263175658,0.0239679017752123,-0.0315085470387255
"359...359","week",24,-0.00378310015949817,0.0233956031987535,-0.0309618035177499
"360...360","week",25,-0.00274773232000998,0.0237001990783438,-0.0291956637183637
"361...361","week",26,-0.0005334128103633,0.0249566659752664,-0.026023491595993
"362...362","week",27,0.00282437992912599,0.0271565991664537,-0.0215078393082017
"363...363","week",28,0.00712186834647528,0.0302272290305667,-0.0159834923376162
"364...364","week",29,0.0120158957600451,0.0340119894180678,-0.00998019789797752
"365...365","week",30,0.0170773063387502,0.0382421931018073,-0.00408758042430687
"366...366","week",31,0.0218571593291609,0.0425601319518423,0.00115418670647949
"367...367","week",32,0.0259516416122216,0.0466188847402153,0.00528439848422784
"368...368","week",33,0.0290522215188118,0.0501890017465669,0.00791544129105669
"369...369","week",34,0.0309712791216886,0.0531660324615514,0.00877652578182581
"370...370","week",35,0.0316392953390694,0.0554749167007194,0.00780367397741943
"371...371","week",36,0.03107633744675,0.0569908965978113,0.00516177829568863
"372...372","week",37,0.0293465128001638,0.0575620245761149,0.00113100102421258
"373...373","week",38,0.0265079110121319,0.0570838027470255,-0.00406798072276179
"374...374","week",39,0.0225714271992932,0.0555336438339717,-0.0103907894353853
"375...375","week",40,0.0174795417544714,0.0529281340006828,-0.01796905049174
"376...376","week",41,0.0111111378409217,0.0492379710063321,-0.0270156953244888
"377...377","week",42,0.0033118887320172,0.0443443351534224,-0.037720557689388
